"ID","Comment","Published_At","Video_ID","Label"
"463","Liebe Andrea, ich wünsche dir einen guten Start ins neue Jahr. 🎉vielen dank für deine tollen Videos 🍀🍀🍀","2024-12-29T10:17:12Z","fpT_GkBtIes","nonbot"
"464","😂😂 mega liebe eure Videos ❤❤","2024-12-29T09:47:02Z","vVyfRDQpYjY","nonbot"
"465","Moin Tridan ich lieben deine videos und Streams. ❤😊","2024-12-29T12:07:55Z","1--5Vwwb1X8","nonbot"
"466","Voll cool ich liebe eure Videos😂😂","2024-12-29T11:23:57Z","vVyfRDQpYjY","nonbot"
"467","Hi Gesa, mega! Freue mich soooooo für Euch! 🥳🥂✨ Alles Liebe und danke das ihr uns mitnehmt… 🤍","2024-12-29T18:00:46Z","9NoH2e3z5Co","nonbot"
"468","Lieber Alex ich danke Dir für deineDeine geniale Arbeit in 2024 und ich freu mich auf Dich in 2025 🥳🥳 allen hier einen guten Rutsch und mit den besten Wünschen  🍀💖🍀","2024-12-29T15:53:12Z","SZW01PWtJdw","nonbot"
"469","Liebe Petra, so viele Sonntagmorgen ich jetzt schon bei dir verbracht habe- immer wieder eine Freude! Deine Ruhe, tolle Bilder und Motivation an uns es selbst zu tun ist wunderbar- danke ❤️und komm gut in das neue Jahr✨ bis bald 🤗","2024-12-29T22:38:53Z","5e2ztoPkoOk","nonbot"
"470","Ich liebe diese Serie!!! Hätte nicht gedacht, dass sie mich so hart fesselt. Mega geiles Projekt. ❤","2024-12-30T10:32:37Z","7bg_zoiJD88","nonbot"
"471","Liebe euer Videos pls Pin 📌❤️✨✨✨(wurde noch nie gepinnt )","2024-12-30T01:08:08Z","MJMsRxxmZ7I","nonbot"
"472","Erste ich liebe deine videos❤❤❤😊😊😊😊","2024-12-29T14:53:17Z","zovTIMWt8Sc","nonbot"
"473","Ich liebe eure Reactions ❤und ihr seit so ein süßes Paar nur das Beste für euch ❤❤❤😊","2024-12-29T22:36:46Z","Sj8VldA0AYQ","nonbot"
"474","Basti ich liebe dich ❤️","2024-12-31T19:46:23Z","xNXvo5B1Ego","nonbot"
"475","Ich  liebe deine Videos Weill sie immer so besonders sin ❤😅","2024-12-31T17:54:14Z","xNXvo5B1Ego","nonbot"
"476","Ich mag dich einfach trotzdem machst du schön Videos ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ Ich mag dich sehr ❤❤❤❤❤❤❤❤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤💫💫💫💫💫💫💫","2024-12-30T12:49:50Z","GHXWNjgMlbc","nonbot"
"477","Danke euch für die vielen tollen Videos und einen gesunden Rutsch ins Neue Jahr 2025 😎🖖✨💫🎉🎊🥳🎏💚🤗🍀","2024-12-29T11:28:20Z","3Oep99C86NU","nonbot"
"478","Guten Rutsch ins neue Jahr 😊 Vielen Dank für die ganz vielen tollen Videos im Jahr 2024 😇","2024-12-30T08:09:27Z","5crsC59fDMk","nonbot"
"479","Alle die das Video sehen bevor es viral geht 👇","2024-12-29T19:38:41Z","RK0qgkPBwU0","nonbot"
"480","Sag mal wieso hat er beim Lehrnen diese Maske auf😅? Liebe deine Videos trotzdem❤😊","2024-12-29T15:17:53Z","ZW7hcWjrVQ0","nonbot"
"481","Kämpfe wacker weiter für Gerechtigkeit und die Sache! Für Aufklärung, Frieden, Liebe und Freiheit ❣️✌🏼🍀💙","2024-12-30T19:19:55Z","llQzes5KS44","nonbot"
"482","War nice mal gegen einen pro zu spielen Danke das ich mitmachen durfte! 🥰","2024-12-29T19:07:30Z","ZWyjKKapGig","nonbot"
"483","Sehr geile alte Location❤🏭 würde mir mal wieder Locations aus Deutschland wünschen. Liebe Grüße aus Niedersachsen","2024-12-29T16:09:49Z","-y_Xf4LgkCA","nonbot"
"484","Guten Rutsch an alle🎉Und danke für das geile Jahr","2024-12-31T12:45:58Z","1Q2nfoHCEKg","nonbot"
"485","Muss einfach mal danke sagen für beste Unterhaltung das ganze Jahr. Sorgst immer wieder für miese Lachkrämpfe ❤️ Von einem stillen Zuschauer: Danke Brösler","2024-12-31T12:37:27Z","1Q2nfoHCEKg","nonbot"
"486","Danke, Mouz für die emsige Arbeit und die vielen Tipps in 2024. Komm gut rüber und starte erfolgreich rein ins neue Jahr... 🎉","2024-12-30T20:15:44Z","X49y0elanU4","nonbot"
"487","Lieber Micha, liebe Knödeltiere und lieber Chat, ich wünsche allen ein guten Rutsch und ein gutes neues Jahr. Bleibt alle gesund 😻☺️","2024-12-31T11:26:22Z","UOJ250KEbDo","nonbot"
"488","Schaue es nochmal ist einfach toll.Vielen Dank❤😊","2025-01-06T08:12:52Z","oUwvvJMdLj0","nonbot"
"489","Phahaha ich lach mich tot 😂😂❤ Danke für das Video! ❤❤😂🎉","2024-12-30T18:50:45Z","7ThfNHlvgYA","nonbot"
"490","Wahr das das Lezte Video in 2024? 😭😭😭😭😭😭😭😭😭 Und ich liebe deine Videos Heiße Finja😊","2024-12-30T10:52:34Z","V26Th-7dUZk","nonbot"
"491","Herzlichen Glückwunsch zu den 20k subscribers🙌🏻habt ihr echt verdient! Ich liebe eure Reactions 😍😍","2024-12-31T01:33:12Z","NC72iyXdCcs","nonbot"
"492","IDzock morgen ist Silvester!!!! ❤ also viel Glück und cooles video🎉🎉🎉❤❤❤","2024-12-30T18:13:27Z","guYj3y0Mu_0","nonbot"
"493","Herzlichen Dank für die Informationen 😊😅😊","2024-12-30T21:01:25Z","wwQtrGksUJY","nonbot"
"494","OMG wie Sie schaut ich Liebe eure Viedeos viel Glück im nächsten Jahr mach weiter so ❤❤❤❤😂😂😂😂😂","2024-12-30T16:05:58Z","nHtmo_HP9zk","nonbot"
"495","Schönes und informatives Video!🎉🎆🧨Vielen Dank dafür und bitte weiter so und MEHR DAVON!!✨️👍👏💪🌟💯Dir einen guten Rutsch und für 2025 Alles Gute!!🎉","2024-12-30T10:08:29Z","HDLnJp2NR0A","nonbot"
"496","Hey, Vielen lieben Dank für das Video und für das tolle Jahr hat richtig Spaß gemacht ^^ und wünsche allen einen guten Rutsch ins neue Jahr 2025 und bleibt Gesund ✌️❤️","2024-12-31T15:06:24Z","pUEaq7SwOD0","nonbot"
"497","Frohes neues Jahr und alles Gute für die Zukunft lieber Domi ❤️😊","2025-01-01T00:29:36Z","pUEaq7SwOD0","nonbot"
"498","Ich liebe diesen Kanal 🥰","2024-12-25T14:41:42Z","Xg6bM3Eyq04","nonbot"
"499","Lieber Basti. Herzlichen Glückwunsch zu deinen 2 Millionen und nur das beste für 2025 für dich. Ich werde mit am Start sein und freue mich auf deine weiteren Projekte. 🎉🎉🎉","2024-12-31T23:39:14Z","xNXvo5B1Ego","nonbot"
