ID,Comment,Label,comment_length,word_count,Time_Difference,!_occurring,Dank_occurring,sentence_count,average_word_length,emoji_count
462,"Ihr seit auch zu dritt die geilsten! Was für eine irre Leistung,  ich ziehe meinen Hut! Euch einen guten Rutsch und herzlichen Dank für die tollen Videos und die vielen Arbeit drumherum!🎉❤",nonbot,188,32,1 days 04:04:55,1,1,4,4.6875,2
463,"Liebe Andrea, ich wünsche dir einen guten Start ins neue Jahr. 🎉vielen dank für deine tollen Videos 🍀🍀🍀",nonbot,103,17,0 days 02:16:44,0,0,2,4.705882352941177,4
464,😂😂 mega liebe eure Videos ❤❤,nonbot,28,4,0 days 00:04:28,0,0,1,4.75,4
465,Moin Tridan ich lieben deine videos und Streams. ❤😊,nonbot,51,8,0 days 00:16:58,0,0,1,5.0,2
466,Voll cool ich liebe eure Videos😂😂,nonbot,33,6,0 days 01:41:23,0,0,1,4.333333333333333,2
467,"Hi Gesa, mega! Freue mich soooooo für Euch! 🥳🥂✨ Alles Liebe und danke das ihr uns mitnehmt… 🤍",nonbot,93,16,0 days 00:55:47,1,0,3,4.25,4
468,Lieber Alex ich danke Dir für deineDeine geniale Arbeit in 2024 und ich freu mich auf Dich in 2025 🥳🥳 allen hier einen guten Rutsch und mit den besten Wünschen  🍀💖🍀,nonbot,164,29,0 days 07:08:10,0,0,2,4.413793103448276,5
469,"Liebe Petra, so viele Sonntagmorgen ich jetzt schon bei dir verbracht habe- immer wieder eine Freude! Deine Ruhe, tolle Bilder und Motivation an uns es selbst zu tun ist wunderbar- danke ❤️und komm gut in das neue Jahr✨ bis bald 🤗",nonbot,230,40,0 days 14:38:47,1,0,2,4.525,3
470,"Ich liebe diese Serie!!! Hätte nicht gedacht, dass sie mich so hart fesselt. Mega geiles Projekt. ❤",nonbot,99,16,0 days 17:32:26,1,0,3,4.75,1
471,Liebe euer Videos pls Pin 📌❤️✨✨✨(wurde noch nie gepinnt ),nonbot,57,10,0 days 06:25:05,0,0,1,4.444444444444445,5
472,Erste ich liebe deine videos❤❤❤😊😊😊😊,nonbot,35,5,0 days 00:00:34,0,0,1,4.8,7
473,Ich liebe eure Reactions ❤und ihr seit so ein süßes Paar nur das Beste für euch ❤❤❤😊,nonbot,84,16,0 days 05:36:40,0,0,1,3.9375,5
474,Basti ich liebe dich ❤️,nonbot,23,4,0 days 02:23:12,0,0,1,4.25,1
475,Ich  liebe deine Videos Weill sie immer so besonders sin ❤😅,nonbot,59,10,0 days 00:31:03,0,0,2,4.6,2
476,Ich mag dich einfach trotzdem machst du schön Videos ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ Ich mag dich sehr ❤❤❤❤❤❤❤❤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤💫💫💫💫💫💫💫,nonbot,114,13,0 days 00:57:32,0,0,2,4.461538461538462,42
477,Danke euch für die vielen tollen Videos und einen gesunden Rutsch ins Neue Jahr 2025 😎🖖✨💫🎉🎊🥳🎏💚🤗🍀,nonbot,96,15,0 days 00:28:14,0,1,1,4.666666666666667,11
478,Guten Rutsch ins neue Jahr 😊 Vielen Dank für die ganz vielen tollen Videos im Jahr 2024 😇,nonbot,89,16,0 days 23:09:24,0,1,2,4.375,2
479,Alle die das Video sehen bevor es viral geht 👇,nonbot,46,9,0 days 00:03:12,0,0,1,4.0,1
480,Sag mal wieso hat er beim Lehrnen diese Maske auf😅? Liebe deine Videos trotzdem❤😊,nonbot,81,14,0 days 11:39:14,0,0,2,4.571428571428571,3
481,"Kämpfe wacker weiter für Gerechtigkeit und die Sache! Für Aufklärung, Frieden, Liebe und Freiheit ❣️✌🏼🍀💙",nonbot,104,14,0 days 03:08:14,1,0,2,5.785714285714286,4
482,War nice mal gegen einen pro zu spielen Danke das ich mitmachen durfte! 🥰,nonbot,73,13,0 days 09:32:20,1,1,1,4.461538461538462,1
483,Sehr geile alte Location❤🏭 würde mir mal wieder Locations aus Deutschland wünschen. Liebe Grüße aus Niedersachsen,nonbot,113,16,0 days 08:09:49,0,0,2,5.9375,2
484,Guten Rutsch an alle🎉Und danke für das geile Jahr,nonbot,49,9,0 days 00:17:46,0,0,1,4.444444444444445,1
485,Muss einfach mal danke sagen für beste Unterhaltung das ganze Jahr. Sorgst immer wieder für miese Lachkrämpfe ❤️ Von einem stillen Zuschauer: Danke Brösler,nonbot,155,23,0 days 00:09:15,0,1,3,5.565217391304348,1
486,"Danke, Mouz für die emsige Arbeit und die vielen Tipps in 2024. Komm gut rüber und starte erfolgreich rein ins neue Jahr... 🎉",nonbot,125,22,0 days 05:11:16,0,1,2,4.409090909090909,1
487,"Lieber Micha, liebe Knödeltiere und lieber Chat, ich wünsche allen ein guten Rutsch und ein gutes neues Jahr. Bleibt alle gesund 😻☺️",nonbot,132,21,0 days 18:25:53,0,0,2,5.0,2
488,Schaue es nochmal ist einfach toll.Vielen Dank❤😊,nonbot,48,7,0 days 17:11:59,0,1,2,5.571428571428571,2
489,Phahaha ich lach mich tot 😂😂❤ Danke für das Video! ❤❤😂🎉,nonbot,55,9,0 days 03:50:39,1,1,2,4.111111111111111,7
490,Wahr das das Lezte Video in 2024? 😭😭😭😭😭😭😭😭😭 Und ich liebe deine Videos Heiße Finja😊,nonbot,83,14,0 days 01:52:08,0,0,2,4.142857142857143,10
491,Herzlichen Glückwunsch zu den 20k subscribers🙌🏻habt ihr echt verdient! Ich liebe eure Reactions 😍😍,nonbot,98,13,0 days 08:33:06,1,0,2,6.153846153846154,3
492,IDzock morgen ist Silvester!!!! ❤ also viel Glück und cooles video🎉🎉🎉❤❤❤,nonbot,72,10,0 days 06:09:11,1,0,2,5.1,7
493,Herzlichen Dank für die Informationen 😊😅😊,nonbot,41,5,0 days 01:34:31,0,1,1,6.6,3
494,OMG wie Sie schaut ich Liebe eure Viedeos viel Glück im nächsten Jahr mach weiter so ❤❤❤❤😂😂😂😂😂,nonbot,94,16,0 days 02:29:33,0,0,1,4.3125,9
495,Schönes und informatives Video!🎉🎆🧨Vielen Dank dafür und bitte weiter so und MEHR DAVON!!✨️👍👏💪🌟💯Dir einen guten Rutsch und für 2025 Alles Gute!!🎉,nonbot,144,21,0 days 01:08:08,1,1,3,5.142857142857143,10
496,"Hey, Vielen lieben Dank für das Video und für das tolle Jahr hat richtig Spaß gemacht ^^ und wünsche allen einen guten Rutsch ins neue Jahr 2025 und bleibt Gesund ✌️❤️",nonbot,167,30,0 days 05:05:33,0,1,1,4.482758620689655,2
497,Frohes neues Jahr und alles Gute für die Zukunft lieber Domi ❤️😊,nonbot,64,11,0 days 14:28:45,0,0,1,4.545454545454546,2
498,Ich liebe diesen Kanal 🥰,nonbot,24,4,0 days 00:11:22,0,0,1,4.75,1
499,Lieber Basti. Herzlichen Glückwunsch zu deinen 2 Millionen und nur das beste für 2025 für dich. Ich werde mit am Start sein und freue mich auf deine weiteren Projekte. 🎉🎉🎉,nonbot,171,29,0 days 06:16:03,0,0,3,4.689655172413793,3
